"NUMEROPT","CARACTERISTICA"
"5027/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"5027/2020","Uso de Marreta"
"5031/2020","Sobre o Mar"
"5033/2020","Serviço Crítico"
"5036/2020","Elétrico"
"5038/2020","Andaime - Pós-Montagem/Utilização"
"5049/2020","Elétrico"
"5053/2020","Pressurizado"
"5054/2020","Altura - Acesso por Cordas"
"5058/2020","Serviço Crítico"
"5075/2020","Elétrico"
"5081/2020","Andaime - Pré-Montagem/Desmontagem"
"5082/2020","Elétrico"
"5111/2020","Chama Aberta"
"5126/2020","Andaime - Pós-Montagem/Utilização"
"5127/2020","Elétrico"
"5152/2020","Tratamento Mecânico e Pintura"
"5157/2020","Elétrico"
"5170/2020","Tratamento Mecânico e Pintura"
"5191/2020","Sobre o Mar"
"5210/2020","Serviço Crítico"
"5230/2020","Pressurizado"
"5236/2020","Andaime - Pós-Montagem/Utilização"
"5242/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"5245/2020","Andaime - Pós-Montagem/Utilização"
"5248/2020","Elétrico"
"5273/2020","Andaime - Pré-Montagem/Desmontagem"
"5276/2020","Andaime - Pós-Montagem/Utilização"
"5282/2020","Elétrico"
"5289/2020","Altura - Acesso por Cordas"
"5291/2020","Risco de Perda de Produção"
"5313/2020","Altura - Acesso por Cordas"
"5318/2020","Andaime - Pré-Montagem/Desmontagem"
"5320/2020","Pressurizado"
"5321/2020","Andaime - Pré-Montagem/Desmontagem"
"5326/2020","Pressurizado"
"5328/2020","Elétrico"
"5330/2020","Elétrico"
"5360/2020","Andaime - Pré-Montagem/Desmontagem"
"5363/2020","Tratamento manual e pintura"
"5367/2020","Andaime - Pré-Montagem/Desmontagem"
"5371/2020","Altura - Acesso por Cordas"
"5378/2020","Altura - Acesso por Cordas"
"5380/2020","Elétrico"
"5383/2020","Elétrico"
"5389/2020","Espaço Confinado"
"5390/2020","Pressurizado"
"5397/2020","Teste Hidrostático"
"5401/2020","Andaime - Pré-Montagem/Desmontagem"
"5415/2020","Inibição em funções de Controle e Segurança"
"5425/2020","Andaime - Pré-Montagem/Desmontagem"
"5430/2020","Pressurizado"
"5433/2020","Pressurizado"
"5445/2020","Serviço Crítico"
"5445/2020","Inibição em funções de Controle e Segurança"
"5462/2020","Andaime - Pré-Montagem/Desmontagem"
"5472/2020","Andaime - Pré-Montagem/Desmontagem"
"5477/2020","Tratamento manual e pintura"
"5485/2020","Pressurizado"
"5493/2020","Altura - Acesso por Cordas"
"5500/2020","Elétrico"
"5502/2020","Pressurizado"
"5526/2020","Elétrico"
"5527/2020","Altura - Acesso por Cordas"
"5534/2020","Pressurizado"
"5540/2020","Risco de Perda de Produção"
"5553/2020","Andaime - Pré-Montagem/Desmontagem"
"5557/2020","Sobre o Mar"
"5562/2020","Elétrico"
"5583/2020","Andaime - Pré-Montagem/Desmontagem"
"5612/2020","Elétrico"
"5618/2020","Elétrico"
"5620/2020","Pressurizado"
"5626/2020","Serviço Crítico"
"5627/2020","Andaime - Pré-Montagem/Desmontagem"
"5628/2020","Andaime - Pós-Montagem/Utilização"
"5639/2020","Inibição em funções de Controle e Segurança"
"5646/2020","Andaime - Pós-Montagem/Utilização"
"5650/2020","Andaime - Pré-Montagem/Desmontagem"
"5662/2020","Espaço Confinado"
"5679/2020","Andaime - Pré-Montagem/Desmontagem"
"5697/2020","Espaço Confinado"
"5701/2020","Pressurizado"
"5702/2020","Andaime - Pré-Montagem/Desmontagem"
"5704/2020","Andaime - Pós-Montagem/Utilização"
"5713/2020","Altura - Acesso por Cordas"
"5735/2020","Chama Aberta"
"5735/2020","Esmerilhadeira e Lixadeira"
"5738/2020","Chama Aberta"
"5742/2020","Elétrico"
"5746/2020","Pressurizado"
"5771/2020","Pressurizado"
"5786/2020","Inibição em funções de Controle e Segurança"
"5792/2020","Pressurizado"
"5803/2020","Altura - Acesso por Cordas"
"5814/2020","Chama Aberta"
"5817/2020","Hidrojateamento"
"5820/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"5842/2020","Andaime - Pré-Montagem/Desmontagem"
"5849/2020","Altura - Acesso por Cordas"
"5874/2020","Parafusadeira e Torqueadeira"
"5879/2020","Esmerilhadeira e Lixadeira"
"5881/2020","Andaime - Pós-Montagem/Utilização"
"5881/2020","Tratamento manual e pintura"
"5918/2020","Chama Aberta"
"5920/2020","Andaime - Pós-Montagem/Utilização"
"5980/2020","Pressurizado"
"5984/2020","Pressurizado"
"6006/2020","Pressurizado"
"6020/2020","Pressurizado"
"6023/2020","Andaime - Pós-Montagem/Utilização"
"6046/2020","Pressurizado"
"6061/2020","Andaime - Pós-Montagem/Utilização"
"6064/2020","Andaime - Pós-Montagem/Utilização"
"6078/2020","Risco de Perda de Produção"
"6084/2020","Pressurizado"
"6097/2020","Andaime - Pré-Montagem/Desmontagem"
"6098/2020","Pressurizado"
"6108/2020","Andaime - Pós-Montagem/Utilização"
"6118/2020","Andaime - Pré-Montagem/Desmontagem"
"6128/2020","Pressurizado"
"6137/2020","Elétrico"
"6138/2020","Andaime - Pré-Montagem/Desmontagem"
"6150/2020","Pressurizado"
"6153/2020","Andaime - Pós-Montagem/Utilização"
"6156/2020","Pressurizado"
"6167/2020","Pressurizado"
"6169/2020","Pressurizado"
"6179/2020","Risco de Perda de Produção"
"6184/2020","Pressurizado"
"6187/2020","Chama Aberta"
"6200/2020","Inibição em funções de Controle e Segurança"
"6201/2020","Intervenção Automação - PLC"
"6206/2020","Elétrico"
"6209/2020","Andaime - Pré-Montagem/Desmontagem"
"6210/2020","Pressurizado"
"6222/2020","Pressurizado"
"6226/2020","Intervenção Automação - PLC"
"6228/2020","Espaço Confinado"
"6233/2020","Andaime - Pré-Montagem/Desmontagem"
"6249/2020","Pressurizado"
"6268/2020","Andaime - Pós-Montagem/Utilização"
"6270/2020","Pressurizado"
"6276/2020","Parafusadeira e Torqueadeira"
"6289/2020","Trabalhos em Pisos Gradeados"
"6307/2020","Risco de Perda de Produção"
"6317/2020","Pressurizado"
"6337/2020","Risco de Perda de Produção"
"6343/2020","Chama Aberta"
"6357/2020","Intervenção Automação - PLC"
"6360/2020","Inibição em funções de Controle e Segurança"
"6361/2020","Uso de Marreta"
"6389/2020","Parafusadeira e Torqueadeira"
"6395/2020","Inibição em funções de Controle e Segurança"
"6399/2020","Elétrico"
"6400/2020","Chama Aberta"
"6424/2020","Andaime - Pós-Montagem/Utilização"
"6429/2020","Elétrico"
"6458/2020","Risco de Perda de Produção"
"6459/2020","Altura - Acesso por Cordas"
"6462/2020","Inibição em funções de Controle e Segurança"
"6462/2020","Uso de Marreta"
"6465/2020","Andaime - Pré-Montagem/Desmontagem"
"6466/2020","Pressurizado"
"6471/2020","Elétrico"
"6494/2020","Elétrico"
"6504/2020","Pressurizado"
"6512/2020","Altura - Acesso por Cordas"
"6530/2020","Pressurizado"
"6531/2020","Pressurizado"
"6534/2020","Chama Aberta"
"6553/2020","Uso de Marreta"
"6566/2020","Andaime - Pós-Montagem/Utilização"
"6573/2020","Esmerilhadeira e Lixadeira"
"6597/2020","Esmerilhadeira e Lixadeira"
"6608/2020","Andaime - Pós-Montagem/Utilização"
"6617/2020","Elétrico"
"6626/2020","Espaço Confinado"
"6627/2020","Andaime - Pós-Montagem/Utilização"
"6638/2020","Chama Aberta"
"6640/2020","Pressurizado"
"6649/2020","Risco de Perda de Produção"
"6665/2020","Andaime - Pós-Montagem/Utilização"
"6666/2020","Pressurizado"
"6668/2020","Elétrico"
"6690/2020","Altura - Acesso por Cordas"
"6695/2020","Andaime - Pós-Montagem/Utilização"
"6695/2020","Parafusadeira e Torqueadeira"
"6703/2020","Elétrico"
"6718/2020","Tratamento Mecânico e Pintura"
"6720/2020","Pressurizado"
"6726/2020","Espaço Confinado"
"6727/2020","Andaime - Pós-Montagem/Utilização"
"6728/2020","Andaime - Pós-Montagem/Utilização"
"6739/2020","Elétrico"
"6741/2020","Tratamento Mecânico e Pintura"
"6751/2020","Andaime - Pós-Montagem/Utilização"
"6759/2020","Pressurizado"
"6767/2020","Pressurizado"
"6769/2020","Elétrico"
"6780/2020","Pressurizado"
"6781/2020","Chama Aberta"
"6783/2020","Andaime - Pré-Montagem/Desmontagem"
"6831/2020","Risco de Perda de Produção"
"6831/2020","Inibição em funções de Controle e Segurança"
"6840/2020","Pressurizado"
"6842/2020","Altura - Acesso por Cordas"
"6860/2020","Risco de Perda de Produção"
"6861/2020","Elétrico"
"6867/2020","Tratamento manual e pintura"
"6868/2020","Andaime - Pós-Montagem/Utilização"
"6869/2020","Pressurizado"
"6893/2020","Pressurizado"
"6901/2020","Andaime - Pré-Montagem/Desmontagem"
"6925/2020","Andaime - Pós-Montagem/Utilização"
"6929/2020","Serviço Crítico"
"6935/2020","Elétrico"
"6940/2020","Risco de Perda de Produção"
"6943/2020","Elétrico"
"6944/2020","Pressurizado"
"6945/2020","Inibição em funções de Controle e Segurança"
"6972/2020","Inibição em funções de Controle e Segurança"
"6988/2020","Tratamento manual e pintura"
"6992/2020","Pressurizado"
"7025/2020","Andaime - Pós-Montagem/Utilização"
"7032/2020","Chama Aberta"
"7034/2020","Chama Aberta"
"7051/2020","Andaime - Pré-Montagem/Desmontagem"
"7075/2020","Altura - Acesso por Cordas"
"7075/2020","Inibição em funções de Controle e Segurança"
"7104/2020","Andaime - Pré-Montagem/Desmontagem"
"7115/2020","Pressurizado"
"7135/2020","Sobre o Mar"
"7154/2020","Andaime - Pós-Montagem/Utilização"
"7160/2020","Inibição em funções de Controle e Segurança"
"7161/2020","Risco de Perda de Produção"
"7185/2020","Pressurizado"
"7192/2020","Pressurizado"
"7195/2020","Chama Aberta"
"7196/2020","Chama Aberta"
"7212/2020","Pressurizado"
"7227/2020","Andaime - Pós-Montagem/Utilização"
"7229/2020","Pressurizado"
"7234/2020","Andaime - Pós-Montagem/Utilização"
"7236/2020","Andaime - Pré-Montagem/Desmontagem"
"7264/2020","Pressurizado"
"7267/2020","Serviço Crítico"
"7268/2020","Pressurizado"
"7276/2020","Chama Aberta"
"7292/2020","Hidrojateamento"
"7298/2020","Parafusadeira e Torqueadeira"
"7300/2020","Andaime - Pré-Montagem/Desmontagem"
"7304/2020","Pressurizado"
"7314/2020","Pressurizado"
"7318/2020","Pressurizado"
"7325/2020","Andaime - Pré-Montagem/Desmontagem"
"7335/2020","Pressurizado"
"7339/2020","Inibição em funções de Controle e Segurança"
"7340/2020","Inibição em funções de Controle e Segurança"
"7348/2020","Elétrico"
"7367/2020","Substituição de PSV"
"7373/2020","Andaime - Pré-Montagem/Desmontagem"
"7386/2020","Andaime - Pré-Montagem/Desmontagem"
"7398/2020","Chama Aberta"
"7412/2020","Pressurizado"
"7413/2020","Uso de Marreta"
"7417/2020","Espaço Confinado"
"7418/2020","Elétrico"
"7425/2020","Pressurizado"
"7432/2020","Serviço Crítico"
"7432/2020","Esmerilhadeira e Lixadeira"
"7443/2020","Andaime - Pré-Montagem/Desmontagem"
"7452/2020","Elétrico"
"7453/2020","Andaime - Pós-Montagem/Utilização"
"7453/2020","Esmerilhadeira e Lixadeira"
"7464/2020","Substituição de PSV"
"7470/2020","Intervenção Automação - PLC"
"7474/2020","Substituição de PSV"
"7494/2020","Espaço Confinado"
"7507/2020","Espaço Confinado"
"7512/2020","Andaime - Pré-Montagem/Desmontagem"
"7535/2020","Uso de Marreta"
"7539/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7558/2020","Pressurizado"
"7558/2020","Uso de Marreta"
"7562/2020","Andaime - Pós-Montagem/Utilização"
"7568/2020","Andaime - Pré-Montagem/Desmontagem"
"7571/2020","Pressurizado"
"7580/2020","Intervenção Automação - PLC"
"7593/2020","Andaime - Pré-Montagem/Desmontagem"
"7599/2020","Chama Aberta"
"7599/2020","Esmerilhadeira e Lixadeira"
"7603/2020","Inibição em funções de Controle e Segurança"
"7607/2020","Andaime - Pré-Montagem/Desmontagem"
"7614/2020","Risco de Perda de Produção"
"7635/2020","Chama Aberta"
"7678/2020","Esmerilhadeira e Lixadeira"
"7679/2020","Uso de Marreta"
"7681/2020","Chama Aberta"
"7682/2020","Chama Aberta"
"7684/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7687/2020","Andaime - Pós-Montagem/Utilização"
"7705/2020","Andaime - Pós-Montagem/Utilização"
"7715/2020","Andaime - Pós-Montagem/Utilização"
"7717/2020","Altura - Acesso por Cordas"
"7721/2020","Elétrico"
"7733/2020","Movimentação de Carga"
"7738/2020","Pressurizado"
"7739/2020","Andaime - Pré-Montagem/Desmontagem"
"7755/2020","Pressurizado"
"7755/2020","Parafusadeira e Torqueadeira"
"7765/2020","Pressurizado"
"7788/2020","Altura - Acesso por Cordas"
"7791/2020","Elétrico"
"7801/2020","Pressurizado"
"7836/2020","Esmerilhadeira e Lixadeira"
"7840/2020","Tratamento manual e pintura"
"7842/2020","Chama Aberta"
"7844/2020","Andaime - Pré-Montagem/Desmontagem"
"7858/2020","Tratamento Mecânico e Pintura"
"7871/2020","Pressurizado"
"7875/2020","Andaime - Pré-Montagem/Desmontagem"
"7878/2020","Sobre o Mar"
"7894/2020","Serviço Crítico"
"7899/2020","Andaime - Pré-Montagem/Desmontagem"
"7903/2020","Pressurizado"
"7911/2020","Andaime - Pré-Montagem/Desmontagem"
"7929/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7939/2020","Tratamento Mecânico e Pintura"
"7943/2020","Andaime - Pós-Montagem/Utilização"
"7945/2020","Movimentação de Carga"
"7946/2020","Andaime - Pré-Montagem/Desmontagem"
"7947/2020","Pressurizado"
"7959/2020","Inibição em funções de Controle e Segurança"
"7984/2020","Andaime - Pós-Montagem/Utilização"
"8006/2020","Elétrico"
"8008/2020","Parafusadeira e Torqueadeira"
"8010/2020","Andaime - Pós-Montagem/Utilização"
"8021/2020","Pressurizado"
"8028/2020","Serviço Crítico"
"8045/2020","Altura - Acesso por Cordas"
"8050/2020","Andaime - Pré-Montagem/Desmontagem"
"8055/2020","Serviço Crítico"
"8078/2020","Andaime - Pré-Montagem/Desmontagem"
"8089/2020","Pressurizado"
"8093/2020","Chama Aberta"
"8095/2020","Elétrico"
"8113/2020","Pressurizado"
"8115/2020","Chama Aberta"
"8116/2020","Andaime - Pós-Montagem/Utilização"
"8118/2020","Pressurizado"
"8123/2020","Chama Aberta"
"8123/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8128/2020","Pressurizado"
"8140/2020","Pressurizado"
"8157/2020","Tratamento Mecânico e Pintura"
"8166/2020","Andaime - Pós-Montagem/Utilização"
"8179/2020","Andaime - Pré-Montagem/Desmontagem"
"8180/2020","Serviço Crítico"
"8182/2020","Pressurizado"
"8186/2020","Andaime - Pré-Montagem/Desmontagem"
"8188/2020","Andaime - Pós-Montagem/Utilização"
"8188/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8194/2020","Andaime - Pré-Montagem/Desmontagem"
"8209/2020","Pressurizado"
"8213/2020","Andaime - Pré-Montagem/Desmontagem"
"8221/2020","Pressurizado"
"8238/2020","Espaço Confinado"
"8238/2020","Altura - Acesso por Cordas"
"8244/2020","Altura - Acesso por Cordas"
"8247/2020","Uso de Marreta"
"8251/2020","Elétrico"
"8261/2020","Andaime - Pré-Montagem/Desmontagem"
"8273/2020","Esmerilhadeira e Lixadeira"
"8274/2020","Substituição de PSV"
"8275/2020","Elétrico"
"8279/2020","Esmerilhadeira e Lixadeira"
"8303/2020","Andaime - Pré-Montagem/Desmontagem"
"8304/2020","Chama Aberta"
"8306/2020","Pressurizado"
"8310/2020","Risco de Perda de Produção"
"8320/2020","Tratamento manual e pintura"
"8329/2020","Andaime - Pós-Montagem/Utilização"
"8331/2020","Chama Aberta"
"8333/2020","Pressurizado"
"8341/2020","Altura - Acesso por Cordas"
"8345/2020","Andaime - Pré-Montagem/Desmontagem"
"8365/2020","Chama Aberta"
"8365/2020","Andaime - Pós-Montagem/Utilização"
"8376/2020","Elétrico"
"8381/2020","Andaime - Pré-Montagem/Desmontagem"
"8382/2020","Pressurizado"
"8384/2020","Andaime - Pós-Montagem/Utilização"
"8385/2020","Andaime - Pré-Montagem/Desmontagem"
"8401/2020","Andaime - Pós-Montagem/Utilização"
"8404/2020","Altura - Acesso por Cordas"
"8406/2020","Tratamento Mecânico e Pintura"
"8444/2020","Esmerilhadeira e Lixadeira"
"8453/2020","Pressurizado"
"8457/2020","Inibição em funções de Controle e Segurança"
"8465/2020","Chama Aberta"
"8479/2020","Chama Aberta"
"8492/2020","Elétrico"
"8495/2020","Pressurizado"
"8495/2020","Risco de Perda de Produção"
"8497/2020","Pressurizado"
"8497/2020","Risco de Perda de Produção"
"8501/2020","Andaime - Pós-Montagem/Utilização"
"8511/2020","Andaime - Pós-Montagem/Utilização"
"8522/2020","Risco de Perda de Produção"
"8522/2020","Inibição em funções de Controle e Segurança"
"8528/2020","Andaime - Pós-Montagem/Utilização"
"8530/2020","Risco de Perda de Produção"
"8549/2020","Tratamento Mecânico e Pintura"
"8551/2020","Chama Aberta"
"8559/2020","Movimentação de Carga"
"8567/2020","Pressurizado"
"8573/2020","Andaime - Pós-Montagem/Utilização"
"8580/2020","Pressurizado"
"8592/2020","Altura - Acesso por Cordas"
"8599/2020","Serviço Crítico"
"8601/2020","Pressurizado"
"8606/2020","Tratamento manual e pintura"
"8608/2020","Andaime - Pós-Montagem/Utilização"
"8629/2020","Serviço Crítico"
"8630/2020","Andaime - Pré-Montagem/Desmontagem"
"8631/2020","Tratamento manual e pintura"
"8638/2020","Hidrojateamento"
"8640/2020","Altura - Acesso por Cordas"
"8651/2020","Andaime - Pré-Montagem/Desmontagem"
"8652/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8655/2020","Pressurizado"
"8661/2020","Elétrico"
"8672/2020","Andaime - Pós-Montagem/Utilização"
"8688/2020","Elétrico"
"8696/2020","Andaime - Pré-Montagem/Desmontagem"
"8702/2020","Substituição de PSV"
"8704/2020","Andaime - Pré-Montagem/Desmontagem"
"8725/2020","Chama Aberta"
"8728/2020","Tratamento Mecânico e Pintura"
"8743/2020","Altura - Acesso por Cordas"
"8745/2020","Andaime - Pós-Montagem/Utilização"
"8750/2020","Andaime - Pré-Montagem/Desmontagem"
"8752/2020","Andaime - Pré-Montagem/Desmontagem"
"8754/2020","Elétrico"
"8764/2020","Pressurizado"
"8765/2020","Pressurizado"
"8767/2020","Andaime - Pré-Montagem/Desmontagem"
"8768/2020","Teste Hidrostático"
"8768/2020","Parafusadeira e Torqueadeira"
"8771/2020","Pressurizado"
"8772/2020","Chama Aberta"
"8779/2020","Chama Aberta"
"8779/2020","Andaime - Pós-Montagem/Utilização"
"8785/2020","Uso de Marreta"
"8794/2020","Elétrico"
"8799/2020","Pressurizado"
"8804/2020","Tratamento Mecânico e Pintura"
"8809/2020","Hidrojateamento"
"8813/2020","Andaime - Pré-Montagem/Desmontagem"
"8818/2020","Elétrico"
"8821/2020","Andaime - Pós-Montagem/Utilização"
"8833/2020","Altura - Acesso por Cordas"
"8834/2020","Tratamento Mecânico e Pintura"
"8850/2020","Serviço Crítico"
"8855/2020","Chama Aberta"
"8856/2020","Andaime - Pós-Montagem/Utilização"
"8856/2020","Uso de Marreta"
"8856/2020","Parafusadeira e Torqueadeira"
"8860/2020","Andaime - Pós-Montagem/Utilização"
"8862/2020","Andaime - Pré-Montagem/Desmontagem"
"8866/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8878/2020","Andaime - Pré-Montagem/Desmontagem"
"8880/2020","Altura - Acesso por Cordas"
